DAY TN TX
20070527 11 17.8
20070528 9.9 15.6
20070529 7.4 14.5
20070530 4.9 18.1
20070531 10.8 19.3
20070601 11.1 19
20070602 11 23.6
20070603 13.7 24.3
20070604 13.9 23
20070605 14.5 24.4
20070606 15.5 23.3
20070607 15.6 27.5
20070608 15.8 22.6
20070609 14.9 20.9
20070610 15.2 22.1
20070611 14.9 25.5
20070612 13.4 20.4
20070613 12.5 23.1
20070614 16.7 25.9
20070615 14.8 21.5
20070616 14 19.6
20070617 14.3 22.4
20070618 14.5 23.4
20070619 14.5 28.1
20070620 17.6 23.7
20070621 14.1 22.7
20070622 13.3 20.2
20070623 13.1 20.6
20070624 13.7 19.8
20070625 11.6 19.1
20070626 9.9 15
20070627 9.2 16.9
20070628 11.9 19
20070629 13.8 16.5
20070630 13.2 21.5
20070701 16.7 24.7
20070702 14.5 19.5
20070703 12.3 18.5
20070704 12 17.6
20070705 13.2 19.4
20070706 13.4 19.1
20070707 11.3 21.8
20070708 10.3 22
20070709 11.5 18.4
20070710 10.8 19.7
20070711 11.7 17
20070712 14.1 19.1
20070713 17.5 26.9
20070714 17.2 26
20070715 16.8 30.7
20070716 16.2 27.5
20070717 14.1 23.7
20070718 13.9 24.1
20070719 12.8 24.7
20070720 13.9 22
20070721 12.1 22.9
20070722 13.5 20.9
20070723 12.1 17.1
20070724 13.6 20.9
20070725 12.5 24.2
20070726 15.7 22.4
20070727 14.1 22.6
20070728 15.2 21.4
20070729 10 18.1
20070730 8.7 18.8
20070731 8.3 20
20070801 10.5 23.9
20070802 14.5 22.2
20070803 13.6 23
20070804 13.2 26.7
20070805 15.6 30.9
20070806 16 26.2
20070807 13.1 21.8
20070808 14.5 17.4
20070809 13.5 15
20070810 14.6 19.8
20070811 13.1 22.2
20070812 12.6 22.3
20070813 13 21
20070814 12.3 25.2
20070815 17.9 24.1
20070816 12.9 19.9
20070817 11.6 19.8
20070818 10.1 21.4
20070819 15.4 21.3
20070820 13.6 18.1
20070821 11.5 18.7
20070822 15.5 17.7
20070823 15.2 19.7
20070824 13.7 25.3
20070825 15.3 22
20070826 12.5 21.2
20070827 9.3 19.3
20070828 10.6 18.2
20070829 9.7 18.6
20070830 7.5 18.7
20070831 14.5 18.6
20070901 14 20.6
20070902 15.4 19.8
20070903 10.3 19.2
20070904 8.2 16.1
20070905 7.2 15.3
20070906 13.7 19.5
20070907 11.9 19
20070908 11 19.9
20070909 10.7 17.9
20070910 11.1 16.3
20070911 10.4 19
20070912 8.1 19.2
20070913 11.2 20.2
20070914 8.1 20.8
20070915 9.9 19.8
20070916 11.8 21.6
20070917 11.1 19
20070918 6.8 14.1
20070919 7.5 15.8
20070920 10.5 18.5
20070921 11.2 20.2
20070922 9.4 21.5
20070923 11.7 22
20070924 11.2 19.1
20070925 9.1 16.3
20070926 9.3 14.3
20070927 8.6 15.4
20070928 9.2 16.2
20070929 8.6 13.4
20070930 8.7 17.3
20071001 11.2 12.9
20071002 12.6 14.6
20071003 13 17.8
20071004 11.2 17.2
20071005 8.1 17.8
20071006 8 18
20071007 6.5 19.2
20071008 7.1 14.6
20071009 9.2 15.5
20071010 10.4 15.1
20071011 7.6 12.1
20071012 8.2 14.8
20071013 7.8 16.4
20071014 5.8 19.1
20071015 9.2 19.2
20071016 10.4 19.3
20071017 8.4 15.4
20071018 6.2 13.6
20071019 6.6 11.9
20071020 3.2 11.9
20071021 1.6 11.4
20071022 2.7 11.7
20071023 -0.1 9.6
20071024 1.7 8.8
20071025 6.6 9.5
20071026 7.8 9.4
20071027 8 10.2
20071028 7.3 12.2
20071029 8 10.1
20071030 3.6 12.1
20071031 2.8 14
20071101 9 13.5
20071102 10.3 13.2
20071103 10.3 13.4
20071104 9.1 11.8
20071105 7.5 11.3
20071106 5.9 10.8
20071107 6 11
20071108 6.8 11.6
20071109 2.4 7.3
20071110 4.4 11.3
20071111 3.8 11.6
20071112 2.2 8.4
20071113 2.9 6.8
20071114 1.4 6.2
20071115 -0.4 5.5
20071116 -2.6 5.9
20071117 -1.6 7.5
20071118 -0.8 7.2
20071119 2 6.5
20071120 6.1 11.9
20071121 7.5 12.1
20071122 6.5 13.8
20071123 2.3 7.9
20071124 -0.6 7
20071125 4.4 8.9
20071126 3.6 7
20071127 4.6 6.7
20071128 3.6 6.1
20071129 3.4 6.7
20071130 3.1 9.2
20071201 6.3 10.5
20071202 6.4 11.2
20071203 4.5 9
20071204 5.1 10.6
20071205 9.2 12.3
20071206 8.5 13.1
20071207 6.1 13
20071208 3.6 9.5
20071209 6.1 9.7
20071210 6.3 8.1
20071211 0.6 7.5
20071212 -1.3 6
20071213 1 3.4
20071214 -0.8 2.7
20071215 -1.6 3.6
20071216 -3.5 3.4
20071217 -3.2 1.1
20071218 -4.2 1.5
20071219 -3.1 3.5
20071220 -4.8 -0.2
20071221 -6.8 3.9
20071222 -3.5 8.9
20071223 -0.9 3.5
20071224 2.3 7.6
20071225 2.3 6.4
20071226 2.2 4
20071227 2 6.8
20071228 2.7 8.7
20071229 3.4 8.2
20071230 4.6 7.4
20071231 4.5 6.2
20080101 1.3 5
20080102 -3.1 1.6
20080103 -3.1 1.2
20080104 1.2 8.6
20080105 4.6 8.5
20080106 3 8.1
20080107 5.1 9.9
20080108 4.5 8.7
20080109 5.6 7.8
20080110 4.8 11
20080111 7.8 12.3
20080112 4.8 7.8
20080113 4.2 8.6
20080114 4.4 9.9
20080115 7.6 9.6
20080116 5 8.7
20080117 5.2 10.6
20080118 7.6 12.2
20080119 11.6 12.7
20080120 10.3 12.2
20080121 8.6 10.5
20080122 1.7 10
20080123 3.2 8.8
20080124 1.9 9.8
20080125 1 8
20080126 4.7 8.3
20080127 4.3 9.5
20080128 5.9 8.2
20080129 2.7 5.9
20080130 0.8 4.7
20080131 0.8 7.1
20080201 2.9 6.9
20080202 0.6 6.2
20080203 0.5 7.5
20080204 4.3 8.6
20080205 4.4 12.4
20080206 1.3 11
20080207 0.5 10.1
20080208 1.9 14.5
20080209 2.7 17.1
20080210 1.3 14.3
20080211 2.8 14.3
20080212 2.6 14.4
20080213 -0.6 4.4
20080214 -0.5 2.6
20080215 -0.6 6.9
20080216 -2.7 5.9
20080217 -4.2 10.7
20080218 -2 11.6
20080219 -2.9 6.2
20080220 2.3 10.4
20080221 5.4 9.6
20080222 8.3 10.5
20080223 8.2 13
20080224 8.7 14.3
20080225 4.2 12.6
20080226 6.2 12.1
20080227 4.3 11.1
20080228 2.9 10.3
20080229 6.8 9.7
20080301 5.7 11.6
20080302 7.8 13.1
20080303 0.5 8.8
20080304 0.7 8.2
20080305 -2 6.8
20080306 3 8.6
20080307 3.2 9.6
20080308 1.9 10.3
20080309 4.5 8.8
20080310 4.5 8
20080311 5.1 12
20080312 6.3 10.1
20080313 4.9 10.5
20080314 6.9 12.4
20080315 8.2 14.9
20080316 6.3 13.3
20080317 2.9 7
20080318 1.4 7.7
20080319 2.1 8
20080320 2.3 7.6
20080321 0.4 8.1
20080322 -0.1 7.7
20080323 -2.4 5.8
20080324 -0.1 4.6
20080325 -1.2 3.9
20080326 1.4 8.7
20080327 4.6 8
20080328 3.4 9.9
20080329 5.7 12.8
20080330 8.7 11.4
20080331 6.3 14.6
20080401 5.3 12.5
20080402 6.7 11
20080403 3.5 9.6
20080404 2.6 13.8
20080405 3.9 9.5
20080406 2.4 8.4
20080407 0.6 7.8
20080408 -1.2 10.1
20080409 1.7 11.1
20080410 -0.3 12.7
20080411 4.4 13.4
20080412 4.8 13.3
20080413 5.3 14
20080414 2.6 11.1
20080415 1.8 10.9
20080416 0.1 11.3
20080417 0.3 12.1
20080418 4.4 13.8
20080419 6 12.5
20080420 6.1 17.8
20080421 9 19.4
20080422 8.6 19.2
20080423 6.9 17.8
20080424 7.2 17.7
20080425 8.1 16.3
20080426 9.1 20.9
20080427 12.7 23.7
20080428 8.5 16.6
20080429 7.2 13.7
20080430 7.7 14.8
20080501 6.9 13.5
20080502 6.4 17.1
20080503 6.6 20.4
20080504 8.8 22.1
20080505 8.5 22
20080506 10.2 23.9
20080507 11.3 24.8
20080508 10.9 25.2
20080509 12.3 26.5
20080510 13.6 26.8
20080511 12.6 25.1
20080512 13.2 25.8
20080513 14.4 26.1
20080514 15.6 26.8
20080515 14 20.8
20080516 13.9 20.1
20080517 9.8 17.1
20080518 8.9 15.5
20080519 7.1 15
20080520 6.2 17.5
20080521 7.2 19.4
20080522 10.8 19.6
20080523 12.8 22.1
20080524 12.2 21
20080525 14.4 23.3
20080526 14.3 24.6
20080527 15.1 21
20080528 15.1 22.5
20080529 14.8 19.3
20080530 13.4 16.7
20080531 13 19.9
20080601 12.9 22.2
20080602 15.7 27.5
20080603 16.1 23.1
20080604 14.6 18.9
20080605 13.1 14.6
20080606 12.8 13.6
20080607 12.9 14
20080608 13.3 21.9
20080609 13 26.8
20080610 12.3 24.8
20080611 10.4 18.4
20080612 8.5 13.1
20080613 7.8 16.2
20080614 8.1 15.7
20080615 7.3 18
20080616 6.4 17.7
20080617 8.9 21.6
20080618 11.1 21
20080619 12 19.5
20080620 11 20.1
20080621 12.8 24.7
20080622 12.4 27.2
20080623 10.4 21.8
20080624 11.3 25.1
20080625 13.3 23
20080626 11.3 22.3
20080627 12.6 21.4
20080628 14.2 23
20080629 12.5 21.3
20080630 12.6 22.2
20080701 12.4 28.2
20080702 17.5 26.3
20080703 12.9 19.7
20080704 11.7 22
20080705 12.4 23.1
20080706 14.8 21.2
20080707 13.4 17.5
20080708 13.2 18.1
20080709 12.8 17.4
20080710 14.7 21.4
20080711 13.9 20.1
20080712 9.9 18
20080713 9 19.4
20080714 9 22.6
20080715 12.9 19.8
20080716 13.3 20.2
20080717 12 19
20080718 12.9 19.6
20080719 14.1 20.8
20080720 11.6 18.7
20080721 11 15.8
20080722 9.7 21.9
20080723 13.9 22.8
20080724 13.8 26.1
20080725 16.6 29.2
20080726 16.3 24.2
20080727 15.8 28.3
20080728 19.3 28.3
20080729 18.6 25.6
20080730 16.1 28.4
20080731 18.4 31
20080801 16.3 23
20080802 16 21.8
20080803 15.1 22.5
20080804 14.5 21.9
20080805 14 22.3
20080806 17.6 28.7
20080807 15.1 23.8
20080808 14.8 20.6
20080809 11.7 22.3
20080810 15.1 21.8
20080811 13.7 20.4
20080812 13.5 22.9
20080813 13.7 20.5
20080814 12.9 21.1
20080815 10 21.5
20080816 10 23.1
20080817 14.6 22.5
20080818 13.6 21.4
20080819 15.2 20.6
20080820 14.8 20
20080821 14.2 21.3
20080822 12 18
20080823 10.5 16.8
20080824 10.4 19.8
20080825 14.3 21.1
20080826 16.4 20.5
20080827 15.3 19
20080828 15.5 19.2
20080829 14 21.6
20080830 13.7 26.8
20080831 15.5 26.8
20080901 14.5 19.5
20080902 11.3 21.6
20080903 11.2 16.1
20080904 12.1 18.5
20080905 13.5 18.9
20080906 15.7 20
20080907 13.1 16.8
20080908 11.8 19.3
20080909 10.5 25.8
20080910 16.8 22.3
20080911 16 27.2
20080912 11.1 17.5
20080913 10.6 16
20080914 6.6 17.4
20080915 9.3 15.4
20080916 7.7 17.7
20080917 8.8 16.5
20080918 6.7 15.3
20080919 4.2 17.8
20080920 6.5 17.7
20080921 7.2 18.8
20080922 11.8 17.9
20080923 11.8 15.6
20080924 11.6 16.1
20080925 9.5 17
20080926 7.6 18.4
20080927 7 20
20080928 6.6 19.2
20080929 8.3 13.8
20080930 9.3 13.2
20081001 9.8 16.1
20081002 6.1 12.7
20081003 5.3 10.2
20081004 3.5 11.4
20081005 9.9 14.7
20081006 10.6 16.1
20081007 11.7 17.8
20081008 8.4 15.7
20081009 5.4 16.7
20081010 6 17.7
20081011 9.9 16.4
20081012 9.5 22.3
20081013 13.4 22.1
20081014 13.4 17.8
20081015 11.9 15.1
20081016 6.5 13.1
20081017 5.4 14
20081018 4.7 14
20081019 8.1 15.4
20081020 7.7 18.3
20081021 6.9 16.4
20081022 6.2 13.1
20081023 5.8 13.7
20081024 8.6 11.6
20081025 6.3 14.2
20081026 10.3 13.2
20081027 3 13
20081028 1.9 10.6
20081029 0.1 9.7
20081030 0.4 4.4
20081031 3.5 6.8
20081101 5.5 9.5
20081102 5.7 10.7
20081103 7.6 10.7
20081104 5.1 15.6
20081105 6.9 9.7
20081106 6.1 13.6
20081107 7.1 13.3
20081108 5.6 11.9
20081109 9.4 11.7
20081110 11.5 15.4
20081111 7.6 15
20081112 5.4 10.1
20081113 4.9 11.5
20081114 6.7 10.3
20081115 10.2 11.7
20081116 5.6 11.8
20081117 2.9 9.3
20081118 6 9.4
20081119 5.4 9
20081120 8.5 12.2
20081121 1.3 9.4
20081122 -0.1 2.3
20081123 -1.2 2.6
20081124 -2 4.7
20081125 -1.6 6.4
20081126 -0.8 6.1
20081127 2.6 5.8
20081128 0.3 4.2
20081129 0.1 5
20081130 -0.2 4.5
20081201 3.6 5.7
20081202 1.2 4.8
20081203 0.5 4.2
20081204 -0.1 6.9
20081205 4.2 6.5
20081206 3.2 7.3
20081207 -0.4 8.6
20081208 -1.7 1.3
20081209 -0.2 3.8
20081210 0.3 3.3
20081211 1.6 4.6
20081212 -1.1 2.2
20081213 -1.8 3
20081214 1.6 6.6
20081215 0.4 2.5
20081216 -0.6 2.4
20081217 -0.5 3.6
20081218 0.2 8.5
20081219 4.4 8.4
20081220 6.8 11.6
20081221 7.8 10.5
20081222 5.5 10.5
20081223 2.7 8.5
20081224 5.5 7.3
20081225 0.5 5.6
20081226 -2.3 2.4
20081227 -4.2 0.8
20081228 -4.3 0.5
20081229 -6.1 1.5
20081230 -6.1 2.9
20081231 -4.5 2.7
20090101 -4.8 -1.1
20090102 -2.2 1.5
20090103 -4.7 1.7
20090104 -2.5 0.1
20090105 -6.2 0.2
20090106 -12.3 -5.8
20090107 -12.8 -2
20090108 -7.9 0.3
20090109 -11.5 -0.2
20090110 -10.7 -1
20090111 -5.8 5.3
20090112 2.8 6.9
20090113 3.5 4.7
20090114 2.9 3.9
20090115 1.2 6.4
20090116 0.5 4.5
20090117 4.1 8
20090118 3 8.2
20090119 3.4 10.1
20090120 2.3 7.4
20090121 1.6 3.9
20090122 2.3 5.5
20090123 2.7 8.9
20090124 -0.7 5.2
20090125 0.6 5.1
20090126 0.7 5.1
20090127 -2.5 2.1
20090128 -3.7 4.5
20090129 -3.8 4
20090130 -3.6 7.4
20090131 -3 3.1
20090201 -2.7 1.7
20090202 -2 5.1
20090203 0.2 5.5
20090204 -0.5 1.4
20090205 0.9 8.8
20090206 4 10.6
20090207 0.5 4.7
20090208 1.1 4.5
20090209 1.5 10.1
20090210 1.9 10.4
20090211 0 5.4
20090212 0 4
20090213 0.1 2.1
20090214 -3 5.2
20090215 -3.8 3.5
20090216 3.2 7.5
20090217 1.4 6.9
20090218 -2.1 4
20090219 -1.9 4.3
20090220 3.6 7.2
20090221 1.4 7.7
20090222 5 7.7
20090223 4.9 6.2
20090224 4 5.4
20090225 1.3 6.7
20090226 5.9 9.1
20090227 4.2 10.1
20090228 4.5 11
20090301 3.4 13.2
20090302 2.6 10.3
20090303 2.4 9.8
20090304 3 6.6
20090305 -0.3 8
20090306 0.7 8.1
20090307 0.2 9.4
20090308 3.1 11.4
20090309 0.4 9.3
20090310 4.7 9.7
20090311 3.8 11
20090312 5.9 11
20090313 6.8 12.9
20090314 7.3 12.3
20090315 5 12.5
20090316 2.4 13.3
20090317 2.8 14.7
20090318 1.8 14.4
20090319 3 12
20090320 0.7 11.4
20090321 -0.8 12
20090322 2.4 11.6
20090323 3.6 11.6
20090324 2.1 8.4
20090325 2.3 8.7
20090326 4.9 8.6
20090327 5.3 10.1
20090328 4 10.1
20090329 0.2 9.7
20090330 -1.4 11
20090331 1.6 14.4
20090401 4.9 16.2
20090402 6.4 19.3
20090403 6.7 20.1
20090404 8.3 13.4
20090405 7.1 16.8
20090406 6.8 21
20090407 8.8 14.1
20090408 8.3 11.6
20090409 11 18.1
20090410 12.9 23.5
20090411 14 21.6
20090412 9.2 19.1
20090413 8.1 18.8
20090414 7.5 21.4
20090415 12.1 24.4
20090416 10.1 15.2
20090417 9.1 10.8
20090418 9.3 17.6
20090419 8.2 17.5
20090420 6.5 19.3
20090421 7.6 19
20090422 5 16.4
20090423 3 16
20090424 6 18.7
20090425 8.6 16.2
20090426 10.6 16.2
20090427 9.7 14.8
20090428 5.8 13.7
20090429 4.3 16
20090430 7.5 18
20090501 9.5 21.5
20090502 7.6 17.5
20090503 5.9 15
20090504 3.6 14.5
20090505 8.3 14.6
20090506 9.7 17
20090507 9.4 20
20090508 7.4 17
20090509 5.2 18.2
20090510 6.8 21.6
20090511 10.3 17.8
20090512 7.6 12.8
20090513 11.3 19.5
20090514 13.3 21.3
20090515 7.8 17.4
20090516 7.6 17.2
20090517 10.4 16.3
20090518 10.3 18.4
20090519 9 20.2
20090520 8.5 21.2
20090521 11.1 20.5
20090522 8.6 19.1
20090523 8.1 22.8
20090524 13.3 25.7
20090525 13.7 27
20090526 9.5 20.5
20090527 8.3 15.1
20090528 11.6 18.4
20090529 12.9 21.4
20090530 11 22.6
20090531 13.6 23.3
20090601 13.8 26.4
20090602 12.8 22.9
20090603 11.1 17.5
20090604 8.1 14.6
20090605 6.8 15.3
20090606 7.1 16.9
20090607 9.8 17.9
20090608 9.6 17.8
20090609 12.1 19.7
20090610 11.6 18.7
20090611 10.9 17.3
20090612 8.6 20.2
20090613 9.1 23.3
20090614 14.2 21.9
20090615 13 18.2
20090616 11.6 19.8
20090617 9.9 24.3
20090618 13.8 22.3
20090619 12.8 19.6
20090620 12.1 17.6
20090621 11.3 18.5
20090622 9.8 18.8
20090623 11.2 22.8
20090624 12.7 25.2
20090625 15.5 26.8
20090626 16.9 27.8
20090627 16.4 24.6
20090628 16.3 26.3
20090629 16.2 27.4
20090630 17.2 28.4
20090701 17.6 28.2
20090702 19 30.7
20090703 16.3 24.4
20090704 14.8 26.7
20090705 16.8 27.2
20090706 14.8 23.1
20090707 14.1 20.2
20090708 12.8 18.3
20090709 11.1 19.6
20090710 11.9 18.2
20090711 12.8 18.8
20090712 13.4 23
20090713 11.9 23.9
20090714 16.4 25.3
20090715 16.6 24.2
20090716 15.6 27.2
20090717 14.4 22.8
20090718 13.3 21.4
20090719 13.4 20.7
20090720 13.7 22
20090721 15.9 29.5
20090722 16.5 27.1
20090723 14.4 21.4
20090724 13.8 21.9
20090725 13.3 22.1
20090726 11.6 24.9
20090727 13.7 25.7
20090728 12.3 22.7
20090729 15.2 26.2
20090730 11.9 21.8
20090731 10.8 22.5
20090801 13.8 27.1
20090802 12.8 19.6
20090803 9.9 21.9
20090804 12 26.1
20090805 14.8 28.6
20090806 17 30.3
20090807 17 25.2
20090808 16.3 23.9
20090809 14.6 22.9
20090810 12.7 25.9
20090811 14.3 22.3
20090812 14.1 25.6
20090813 12.1 20.8
20090814 10.8 23.6
20090815 15.4 28.4
20090816 15.1 23
20090817 13.6 23.1
20090818 12.1 26.5
20090819 14.5 31.8
20090820 17.4 33.4
20090821 13.3 22.5
20090822 12 23.6
20090823 13 27
20090824 14.2 28.9
20090825 12.9 20.3
20090826 11.7 24.7
20090827 16.7 24.9
20090828 13.5 20.7
20090829 11.6 20.4
20090830 10.7 21
20090831 11.7 27.4
20090901 13.9 21.6
20090902 13 20.5
20090903 12.6 18.4
20090904 11.3 16.7
20090905 11.2 18.8
20090906 11.2 18.8
20090907 12.3 25.4
20090908 14.4 28.9
20090909 15.1 22.3
20090910 12.9 20.5
20090911 11 19.8
20090912 12.5 19.9
20090913 10.8 16.6
20090914 12.2 18.1
20090915 11.3 19.4
20090916 13.8 17.8
20090917 11.6 19.3
20090918 9.5 22.9
20090919 14 25.7
20090920 14.4 21.8
20090921 11.7 21.5
20090922 10.9 22.2
20090923 12.4 19.3
20090924 10.3 19.4
20090925 7.6 19.2
20090926 8.9 20.3
20090927 8.5 21.3
20090928 9.3 19.1
20090929 12.3 18.9
20090930 12.3 19.6
20091001 7.6 18.2
20091002 6.2 16
20091003 9.9 14.4
20091004 11.5 15.6
20091005 11.5 14.2
20091006 12.5 18.6
20091007 16.2 19.9
20091008 9.6 17.5
20091009 7.8 15.7
20091010 11.5 17.6
20091011 10.6 15.4
20091012 7.7 15.3
20091013 6.9 14.6
20091014 2.7 10.7
20091015 -0.2 11.3
20091016 5.5 13.4
20091017 4.7 13.3
20091018 1.3 12.4
20091019 4.1 11.9
20091020 2.5 13.9
20091021 10.9 17.2
20091022 6.8 13.7
20091023 7 14.6
20091024 8.9 15.2
20091025 11.3 15.7
20091026 10.9 16.2
20091027 8.3 14.9
20091028 8.6 15.5
20091029 9 16.6
20091030 6.9 14.5
20091031 7.5 15.2
20091101 10.8 15.8
20091102 5.7 12.1
20091103 5 11.8
20091104 6.4 10.5
20091105 7.4 10.2
20091106 6.6 9.8
20091107 4.2 9.6
20091108 2.8 11
20091109 4.4 8.8
20091110 4 10
20091111 3.1 8.3
20091112 3.3 11.8
20091113 11.8 17.1
20091114 10.7 15.5
20091115 8.9 12.9
20091116 8.6 15.7
20091117 9 11.9
20091118 8.6 12.9
20091119 8.2 13.7
20091120 11 16
20091121 11.2 17.6
20091122 8.6 15.5
20091123 8 12.3
20091124 9.1 13.3
20091125 9.2 12.7
20091126 7.2 10.5
20091127 6 8.9
20091128 6.7 9.7
20091129 6.6 10.5
20091130 4.5 7.3
20091201 3.7 7.7
20091202 3.7 8
20091203 4 9.9
20091204 2.4 5.9
20091205 4.4 10.3
20091206 6.6 12.4
20091207 5.9 9.2
20091208 5 8.6
20091209 4.5 11.3
20091210 7.4 11.4
20091211 4.7 8.7
20091212 2.2 5.4
20091213 -0.7 3.8
20091214 -4.6 1.1
20091215 -5.7 0.9
20091216 -6.5 -0.8
20091217 -2.6 -0.5
20091218 -5.1 -2.5
20091219 -10.9 -2.7
20091220 -5.2 0.5
20091221 -5.8 1.5
20091222 0.3 2.7
20091223 -1.8 2.9
20091224 0.4 4.9
20091225 0.5 3.9
20091226 2.4 7.2
20091227 3.1 5.7
20091228 -0.6 6
20091229 -0.9 10.7
20091230 3.1 10.8
20091231 -0.6 3.1
20100101 -5 0.5
20100102 -5.3 0.8
20100103 -7.4 0.9
20100104 -8.2 -1.5
20100105 -4.7 1.6
20100106 -6.6 -2
20100107 -8.1 -0.9
20100108 -8.1 -2.9
20100109 -3.7 -0.8
20100110 -3.4 -0.6
20100111 -2.7 0.2
20100112 -1.7 0.3
20100113 -3.1 2.2
20100114 -1 5.8
20100115 -0.2 2.4
20100116 0.7 5.6
20100117 4.9 8.1
20100118 3.2 6
20100119 0.5 5.8
20100120 -1.1 3.5
20100121 2.4 3.9
20100122 0 6.6
20100123 1.3 4.9
20100124 1.2 2.9
20100125 -1.7 3.5
20100126 -6.7 -1.3
20100127 -8 2.2
20100128 1.6 3.6
20100129 -0.4 3
20100130 -1.4 1.7
20100131 -2.5 3.6
20100201 -0.1 2.4
20100202 -0.2 6.8
20100203 2.5 7.1
20100204 4 9.5
20100205 3.4 7.8
20100206 2.5 9.9
20100207 1.5 3.6
20100208 -2.6 2.6
20100209 -4.4 -2
20100210 -5 -2
20100211 -4.5 -1.5
20100212 -6.5 -1
20100213 -4.2 -1.4
20100214 -4 0
20100215 -4 -1.1
20100216 -2.7 3.8
20100217 -2.7 3.7
20100218 1.5 7.1
20100219 1 6.3
20100220 0.2 4.3
20100221 0.5 6
20100222 3.5 11.1
20100223 2.4 8.2
20100224 6.3 10
20100225 7.6 10.5
20100226 5 10.1
20100227 4.5 12
20100228 2.8 11.3
20100301 -0.3 7.5
20100302 -1.6 9.6
20100303 -2.1 6.3
20100304 -0.9 6.2
20100305 -2.1 5.1
20100306 -2.4 4.5
20100307 -4.4 3.7
20100308 -4.5 1.5
20100309 -4 4.4
20100310 -2.8 7.7
20100311 -2 3.7
20100312 0.1 6.8
20100313 3.3 6.6
20100314 3.7 8.1
20100315 3.4 11.5
20100316 4.9 10.6
20100317 4.1 13.9
20100318 5 18.6
20100319 12.2 16.2
20100320 12.3 17.4
20100321 6.6 14.2
20100322 4.4 13.2
20100323 8.2 15.1
20100324 9.8 18.6
20100325 11 19.8
20100326 8 13.8
20100327 6 13
20100328 7.2 12.7
20100329 9.4 15.8
20100330 4.9 12.8
20100331 2.7 9.1
20100401 2.2 10.3
20100402 3.6 11.8
20100403 5.4 11.8
20100404 4.3 10.5
20100405 2.9 11.6
20100406 5.5 18.4
20100407 9.5 17.4
20100408 4.6 12.5
20100409 1.8 16.4
20100410 5.4 13.2
20100411 2.7 10.7
20100412 3.3 14.1
20100413 5.7 16.7
20100414 4.6 15.1
20100415 5.4 16.4
20100416 4.5 11.6
20100417 1.9 16.6
20100418 3.3 19.2
20100419 5.6 14.9
20100420 4.6 13.4
20100421 3.3 12.2
20100422 0.1 13.1
20100423 2.3 16.4
20100424 4.6 21.7
20100425 7.6 23.2
20100426 7.9 16.3
20100427 6 20.6
20100428 8.4 23.8
20100429 12.7 25.6
20100430 9.4 15.8
20100501 7.8 17.1
20100502 7.1 14.5
20100503 5.2 7.1
20100504 5 11.8
20100505 3.7 12.4
20100506 5.3 13.7
20100507 6.8 10.3
20100508 4.5 12.5
20100509 3.3 14.2
20100510 5.8 11.8
20100511 4.3 6.6
20100512 4 7.7
20100513 6 9.5
20100514 4.5 12.1
20100515 3.4 15.3
20100516 8 17.4
20100517 7 15.8
20100518 5.3 16.3
20100519 3.8 17.3
20100520 3.6 20.9
20100521 8.1 21.4
20100522 10.1 21.5
20100523 10.3 25.3
20100524 12.7 25.9
20100525 12.4 22.6
20100526 8.1 13
20100527 8.7 17.1
20100528 9.4 17.7
20100529 7.7 20.5
20100530 9 16.6
20100531 10.1 13.6
20100601 8.9 16.1
20100602 9.1 21.1
20100603 10.9 23.8
20100604 12.3 25.9
20100605 12.7 27.6
20100606 14.2 23
20100607 13.3 20.2
20100608 13.7 22.9
20100609 15.3 18.4
20100610 16.3 20.7
20100611 13.9 22.8
20100612 10 19.6
20100613 7.3 17.2
20100614 10.1 22.8
20100615 11.1 19
20100616 8.8 22.7
20100617 12.8 23
20100618 11.3 18.3
20100619 9.5 14.4
20100620 9.2 13.5
20100621 9.9 18.4
20100622 8 22
20100623 10.9 25.7
20100624 12.7 26.4
20100625 13.3 25.2
20100626 15.9 26.8
20100627 15 29.2
20100628 16.2 29.3
20100629 15.6 27
20100630 15.9 27.6
20100701 16 30.5
20100702 21.9 33.9
20100703 17 25.8
20100704 16.1 25.4
20100705 14.9 23.3
20100706 12.5 21.7
20100707 11.8 27.4
20100708 16.2 31.2
20100709 19.6 33.2
20100710 20.3 32.4
20100711 19.5 31.1
20100712 15.6 25.2
20100713 15.4 27.3
20100714 17.4 28.6
20100715 15.8 23
20100716 15.3 24.3
20100717 12 22
20100718 10.4 23.4
20100719 13.2 28.7
20100720 16 31.2
20100721 17.2 23.6
20100722 15.4 24.6
20100723 13.9 22.9
20100724 11.3 21.4
20100725 12.8 21.6
20100726 13.5 20.4
20100727 13.1 21.6
20100728 14.7 24.7
20100729 14.2 19
20100730 13.7 24.1
20100731 16.4 25.6
20100801 16.1 22.1
20100802 14.5 21.6
20100803 13 23.5
20100804 13.5 21
20100805 10.6 18.8
20100806 9.9 23.2
20100807 15.3 24.5
20100808 13.5 20.8
20100809 12.2 23.9
20100810 13.2 23.8
20100811 13.8 22.8
20100812 11.2 20.2
20100813 11 21.1
20100814 9.8 22
20100815 14.5 19
20100816 14.3 18.7
20100817 13.7 17.1
20100818 12.7 20.6
20100819 12.1 22.5
20100820 15 27.9
20100821 16.5 27.2
20100822 17.5 25.1
20100823 15 22.7
20100824 12.9 20.5
20100825 12.4 20.7
20100826 15.5 22.2
20100827 13 18.4
20100828 10.7 18.4
20100829 10.1 17.8
20100830 11 18.1
20100831 8.3 18.9
